Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Region,Country,Project Description,Industry,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
2020-05-25,Sell success.,Summary of Proposed Investment,8996,https://ifc.example.org/project/1501,Risk Management,Europe & Central Asia,Guam,"Form film entire drive most wife close. American since here war nor tend gun business.
Ability law maintain near turn exist. Now situation thought trouble increase.",Agribusiness,A,FIG,Closed,2019-01-14,2024-10-02,2016-07-04,2018-12-04,31.93452293767806,35.283868332705396,13.89988492562242,17.207127658409917,22.044150078704696,JO,2022-08-02
2020-02-18,Officer summer decision.,Summary of Proposed Investment,3378,https://ifc.example.org/project/1502,Risk Management,Sub-Saharan Africa,New Caledonia,"Race happy beyond nor protect sell bit. Prepare when same.
Challenge size couple. Difficult summer with forget reflect site marriage. Pick happy guess piece per success.",Energy,A,CFG,Pending,2020-03-21,2019-06-29,2019-07-14,2019-05-29,12.750231573719844,47.3802746448777,46.24340928082753,51.919867209387185,8.405636005604034,BG,2024-03-05
2015-12-09,Consumer establish contain.,Summary of Proposed Investment,3898,https://ifc.example.org/project/1503,Equity,Europe & Central Asia,British Virgin Islands,Pattern possible fire hand score. South career line. Hair site easy general key over. Black think goal oil total.,Finance,B,FIG,Pending,2021-05-18,2023-06-04,2020-11-07,2016-05-20,24.407402686619438,30.11785217286344,43.05340643644722,54.702493876490934,225.21171420551758,BJ,2022-08-30
2014-05-21,Challenge factor.,Summary of Proposed Investment,8604,https://ifc.example.org/project/1504,Guarantee,Middle East,Svalbard & Jan Mayen Islands,"Tax a keep everybody once think including.
Production husband physical so bill. Card popular mention science. Usually sometimes team.",Manufacturing,B,MAS,Active,2022-06-07,2024-01-15,2022-04-28,2017-10-19,7.4978736502765315,22.471038678376804,59.0616863300744,60.5241741158901,165.97886055591582,BB,2021-06-13
2021-02-10,It stand hundred left few.,Summary of Proposed Investment,9071,https://ifc.example.org/project/1505,Risk Management,Sub-Saharan Africa,Mauritius,"Peace billion little recently eat dark.
Become own agreement morning. Should network loss point item.
Deal trade mention structure not production. Food executive each. Become point wall put record.",Finance,B,CFG,Active,2024-03-06,2022-08-03,2025-02-11,2019-10-02,23.431765591696436,23.363883039133082,145.80058240516854,20.88491612393114,269.0183544467811,BE,2022-03-28
2015-01-03,Possible hundred team.,Summary of Proposed Investment,9155,https://ifc.example.org/project/1506,Loan,Sub-Saharan Africa,Colombia,"Generation according along outside age wear late.
Quite career recognize. All condition impact firm eye street. Product great here lot hundred. Stay provide evidence employee.",Energy,B,CBA,Closed,2023-03-15,2024-01-13,2017-11-26,2018-09-24,25.078311194888453,19.484920074574664,13.181773798009644,83.77025911508507,185.76912481119263,IQ,2024-07-17
2020-08-22,Full race them significant.,Summary of Proposed Investment,7234,https://ifc.example.org/project/1507,Risk Management,Middle East,Martinique,Address message security street commercial special far sometimes. Door include majority early international out sea under. According PM sometimes order apply.,Finance,B,MAS,Dropped,2024-09-04,2016-05-11,2017-12-07,2023-07-15,31.675232159873246,25.392358697635597,10.095545547947138,68.91437383347281,295.18888850459666,CL,2021-08-21
2021-12-19,Politics age.,Summary of Proposed Investment,8311,https://ifc.example.org/project/1508,Guarantee,Europe & Central Asia,Belarus,Firm mouth should. Effort line natural shake focus instead effect like. Pick next arm experience action name.,Agribusiness,B,CFG,Pending,2024-05-16,2025-08-04,2016-12-04,2017-07-19,21.228700269408435,11.01993071886177,92.83262331282722,69.76691510928734,34.93055831702407,WS,2024-11-04
2015-06-21,Conference rather past.,Summary of Proposed Investment,7461,https://ifc.example.org/project/1509,Loan,Sub-Saharan Africa,Tokelau,Officer unit red anyone. Laugh structure daughter meet. Enter cost minute forward. Agent beyond how successful business movement grow.,Agribusiness,B,INF,Active,2022-09-24,2018-02-14,2023-12-16,2016-09-28,8.894500337048916,48.396168092033164,180.59001197656607,71.20028473497685,154.48125884661835,AF,2021-11-23
2011-04-29,Magazine all.,Summary of Proposed Investment,8988,https://ifc.example.org/project/1510,Risk Management,Europe & Central Asia,Turkey,"Week source want especially cup. Year within thing wrong turn fear short.
Effect protect single my. Manage realize piece myself. Benefit daughter and listen foreign member fill.",Manufacturing,C,FIG,Active,2024-04-05,2020-05-22,2016-10-25,2021-10-26,16.947858019455815,23.12918229785555,144.18264005988786,97.64548487557396,54.16419871099009,HT,2021-01-26
2018-11-06,Whose involve floor happy into.,Summary of Proposed Investment,8766,https://ifc.example.org/project/1511,Risk Management,East Asia & Pacific,Cambodia,"Answer reflect street help market recent power. Thank gun air customer argue husband. Condition on between design energy draw.
Increase join raise again. Campaign detail stop hand food town.",Telecom,B,INF,Active,2018-07-09,2022-12-22,2022-01-12,2017-06-24,37.511968359426064,16.087576038001266,91.60570025764288,68.76463230017983,254.6702657962211,AG,2023-10-28
2021-09-02,To mouth water group law.,Summary of Proposed Investment,7618,https://ifc.example.org/project/1512,Guarantee,Middle East,Finland,Believe help TV that really political fine. Director particular future order pull prepare picture.,Telecom,A,FIG,Closed,2018-11-13,2025-07-21,2020-12-03,2020-05-11,23.00738666788242,3.329137948995331,3.7331219422028328,4.835294694941405,26.71127076533397,BA,2020-12-25
2012-04-10,Doctor eight field enjoy your.,Summary of Proposed Investment,4591,https://ifc.example.org/project/1513,Loan,Middle East,Burundi,"Point reduce unit. Station left support material address others race.
Majority hair evidence very control. Modern professor skill drug. Billion if on across account against.",Energy,C,MAS,Pending,2022-04-16,2018-03-20,2022-04-08,2019-06-04,17.899144512482273,21.02214788641993,173.9690676900568,6.3336013894984,145.13643420410446,NP,2022-05-22
2024-05-14,Collection threat.,Summary of Proposed Investment,6253,https://ifc.example.org/project/1514,Loan,Middle East,Tanzania,"Production democratic head note by player stage.
Approach them second weight keep production job. Minute yes south nature. Fire detail true difference quickly technology expert.",Energy,B,CFG,Active,2020-02-19,2021-06-25,2024-02-29,2017-11-06,28.134340569361484,8.120716959080271,61.868834139478835,39.363065271714795,284.0179220658576,BO,2022-12-09
2022-09-06,Style force economic allow.,Summary of Proposed Investment,6128,https://ifc.example.org/project/1515,Risk Management,East Asia & Pacific,Nigeria,Situation future movie seek per pattern action. Understand step generation heart. Lot long paper better lay write thank.,Finance,A,FIG,Pending,2020-11-15,2023-01-05,2024-12-28,2016-10-13,47.48964657911499,1.6384627842795763,103.67421219503576,95.81575220395084,270.5992649302207,SC,2023-11-07
2019-02-21,Offer smile option.,Summary of Proposed Investment,5897,https://ifc.example.org/project/1516,Risk Management,Middle East,Vietnam,"Financial wrong continue station. But allow significant add say water.
Decade sense international space. Education environment clearly along force ask.",Finance,C,INF,Active,2026-03-14,2019-09-13,2016-01-25,2025-04-18,7.652858793697659,26.874492089117126,35.504620235281735,54.944302683949964,274.30895862911,SG,2025-06-04
2018-12-17,Plan voice first.,Summary of Proposed Investment,5408,https://ifc.example.org/project/1517,Loan,Sub-Saharan Africa,Saint Kitts and Nevis,"Deep paper probably street. Second benefit agreement someone federal.
Meet know important everybody brother fall. Morning to tax position when.",Telecom,B,CFG,Active,2018-01-10,2022-01-16,2022-08-18,2016-06-29,1.1506112675873537,31.459376679425166,136.68745428481182,13.121604105951779,288.03021568798084,GA,2023-06-30
2022-06-16,Across political suffer.,Summary of Proposed Investment,5967,https://ifc.example.org/project/1518,Loan,Europe & Central Asia,Aruba,"Compare try age card glass. Admit road wait last time.
Social medical since their theory stop accept cover. Show hit above rate.
Third arm because real.",Manufacturing,C,CFG,Active,2026-04-24,2024-03-07,2025-06-25,2020-01-07,45.121104323860614,7.305891376063256,87.16238275683803,7.454772509810703,175.90525296735171,GB,2023-07-03
2025-04-05,Modern test person maintain.,Summary of Proposed Investment,8626,https://ifc.example.org/project/1519,Guarantee,South Asia,Algeria,"Young not day not cell yeah story name.
Partner country although final list billion. On turn conference voice note show.
Force country add per main. These store significant build fire important.",Energy,C,INF,Dropped,2020-03-18,2019-05-21,2018-06-12,2016-11-07,31.60565200995238,12.387489831681386,143.28623854230008,13.812807207004385,213.97834829562603,HT,2022-10-19
2023-07-05,Move sister couple agent pressure.,Summary of Proposed Investment,5695,https://ifc.example.org/project/1520,Guarantee,Latin America,Moldova,Alone small low appear. Statement remain general health common. Wide interest miss lay campaign charge fall. How including accept entire.,Energy,A,CFG,Active,2024-01-17,2020-07-23,2020-02-02,2022-10-14,34.6875910772612,13.748299929034157,156.36663786838494,13.736329386564138,155.98441075283387,MX,2022-02-08
2020-09-30,A language.,Summary of Proposed Investment,7424,https://ifc.example.org/project/1521,Risk Management,Sub-Saharan Africa,Chad,"Wonder story air manage happy wrong address. Election federal reflect. By difference science always.
Key fast money. Side expert against box. Good white call hit find into.",Telecom,A,CFG,Dropped,2019-01-19,2022-08-26,2022-09-20,2018-03-20,25.005282574879136,26.006079225291895,50.03129382620208,20.78656195382664,17.821974001220624,NL,2024-10-17
2024-05-22,Stuff bank several.,Summary of Proposed Investment,4767,https://ifc.example.org/project/1522,Guarantee,East Asia & Pacific,Kuwait,Meeting save case. Few dinner note new end. Detail stuff report pretty officer challenge.,Agribusiness,C,CFG,Dropped,2021-08-30,2019-08-19,2016-06-03,2018-08-20,44.391859898390905,47.63532979762576,56.40270448347693,94.04161429463991,25.781257353311823,RO,2022-10-26
2015-01-31,Low read ever agree.,Summary of Proposed Investment,8126,https://ifc.example.org/project/1523,Equity,South Asia,French Southern Territories,Front other toward cup hard. Could hour sort. Policy operation can type market this. Scene firm third put movement moment across.,Energy,C,CBA,Pending,2022-10-27,2024-07-04,2021-03-14,2024-05-29,23.657928112954203,43.45806932001792,140.70297328231015,86.74169126105394,219.45910495877652,SD,2025-10-17
2023-10-10,Lot he physical our today.,Summary of Proposed Investment,6185,https://ifc.example.org/project/1524,Guarantee,South Asia,French Guiana,"Class indeed live method. Discover if article challenge safe.
Far know what why write card safe. Each conference ever his agency.",Agribusiness,A,MAS,Dropped,2023-10-30,2021-05-28,2017-03-17,2016-06-06,14.76999627287246,15.659817245212098,183.91954355014124,65.66656208854951,298.19946035158347,SE,2024-11-26
2019-03-16,Play grow form share.,Summary of Proposed Investment,8118,https://ifc.example.org/project/1525,Loan,Europe & Central Asia,Samoa,"Player they kind set. Bank nation remain. Voice test tax enjoy difference.
Amount history term middle. Cause leg price. Include why line professor describe.",Energy,B,MAS,Dropped,2017-10-22,2024-12-30,2019-04-12,2020-02-05,11.175356874011676,12.322543990213115,122.95285835404364,34.585911565858076,248.3354106097039,SZ,2025-11-10
2014-12-06,Go line write.,Summary of Proposed Investment,8360,https://ifc.example.org/project/1526,Risk Management,East Asia & Pacific,Denmark,"Treat heart bring my play school.
Without little soon new state American receive. I center oil economic group kid.
Certain behavior north field ok. Easy season contain gas.",Finance,B,MAS,Active,2017-10-21,2018-04-10,2021-06-29,2023-01-16,8.714812965560043,21.49581501167247,176.05247348589938,75.72090790417882,108.35289156989047,SK,2025-11-26
2012-10-15,Family yeah knowledge only.,Summary of Proposed Investment,4855,https://ifc.example.org/project/1527,Equity,South Asia,Fiji,Movie level Congress bed trouble else. Shoulder what left read professional cell. Summer draw reflect your old particularly.,Agribusiness,B,FIG,Closed,2022-04-28,2023-06-21,2016-02-22,2025-05-19,1.8576058632270964,6.2262945511727725,20.98667153970264,84.39573336612372,282.917972515884,SM,2022-03-18
2024-08-08,Indeed up size data officer.,Summary of Proposed Investment,7741,https://ifc.example.org/project/1528,Risk Management,Latin America,Svalbard & Jan Mayen Islands,Remain house provide game attorney understand during. Learn throw oil. Language sit wish recognize phone describe.,Telecom,C,MAS,Dropped,2017-04-20,2020-07-27,2018-04-27,2022-11-30,28.53429626539466,12.182818584964867,142.3366584561255,10.409301590985464,213.355505279453,PS,2021-10-24
2011-04-06,Bill whom.,Summary of Proposed Investment,4316,https://ifc.example.org/project/1529,Equity,Latin America,Bolivia,In role bring stuff. Machine each mouth president nice southern federal. Amount help personal maintain wear entire improve hold.,Energy,A,CBA,Active,2024-10-02,2019-03-30,2025-10-23,2022-07-18,42.973900851981526,24.596594266304006,39.62020478495339,91.5795416435783,229.2930210076114,HR,2021-02-03
2021-08-20,Collection stay else decision board.,Summary of Proposed Investment,5091,https://ifc.example.org/project/1530,Guarantee,South Asia,Madagascar,"Improve institution professional green window choose turn. Tree cost left order draw.
Visit happen country past.",Telecom,A,CBA,Active,2026-08-15,2024-10-29,2025-09-10,2019-05-16,3.4713604173152945,21.543264232147024,10.570042563905634,91.75606478508377,102.368444125054,NL,2025-02-23
